RecordNo,endtime,qweek,is_confident,gender,age,region,household_children,employment_status,trust_Vac,worried_COVID,worried_VacSide,believe_VacEffect,freq_facemask,freq_handSanitizer,freq_avoidppl,freq_avoidHospital,freq_avoidCrowd,will_isolate,feel_worried,covid_is_dangerous,will_get_covid,social_outdoors,social_indoors,freq_avoidMixOthers,freq_avoidOvernight,freq_avoidTraveling,had_covid,vac_boost_beyond,covid_impact_future,work_outside,has_disease,vac_mandatory
42092,2022-01-02 17:28:00,44,True,Female,66,Ontario,None,Retired,3,5,1,5,5,5,5,5,5,Yes,No,7,2,Yes,No,5,5,5,,,,,,Yes
42093,2022-01-02 17:31:00,44,True,Male,69,Alberta,None,Part time employment,3,1,1,5,1,2,5,5,5,Yes,No,7,2,No,No,5,4,5,,,,No,Yes,Yes
42094,2022-01-02 17:37:00,44,True,Male,62,Quebec / Québec,None,Unemployed,3,2,1,4,5,5,5,5,5,Yes,No,3,3,No,No,4,5,5,,,,,,Yes
42095,2022-01-02 17:46:00,44,False,Male,76,British Columbia / Colombie Britanique,1 or 2,Retired,1,1,5,1,3,3,3,1,1,No,No,4,7,Yes,Yes,1,1,1,,,,,Yes,No
42096,2022-01-02 17:49:00,44,True,Female,47,Nova Scotia / Nouvelle-Écosse,1 or 2,Full time employment,1,5,4,4,5,4,5,5,5,Yes,No,7,3,No,No,5,5,5,,,,Yes,No,Yes
42097,2022-01-02 17:54:00,44,True,Female,77,Quebec / Québec,None,Retired,1,4,3,2,5,5,5,5,5,Yes,No,5,3,No,No,5,5,5,,,,,,Yes
42099,2022-01-02 18:05:00,44,True,Male,79,Alberta,None,Retired,3,3,3,4,5,5,5,4,4,Yes,No,7,3,No,Yes,4,5,5,,,,,Yes,Yes
42100,2022-01-02 18:07:00,44,True,Male,23,British Columbia / Colombie Britanique,None,Unemployed,3,4,5,5,3,5,5,3,4,Yes,No,6,5,No,No,4,5,4,,,,,No,Yes
42101,2022-01-02 18:29:00,44,True,Male,68,Quebec / Québec,None,Retired,3,1,1,5,5,5,5,1,5,Yes,No,1,1,No,No,5,5,5,,,,,,No
42102,2022-01-02 18:30:00,44,True,Female,23,Quebec / Québec,None,Full time student,3,1,1,5,4,3,4,5,4,Yes,No,1,5,Yes,Yes,3,3,4,,,,,,Yes
42103,2022-01-02 18:45:00,44,True,Female,51,Ontario,None,Other,2,3,3,3,5,3,3,3,3,Not sure,No,1,1,No,No,3,1,1,,,,,Yes,Yes
42104,2022-01-02 18:45:00,44,True,Male,62,Ontario,1 or 2,Full time employment,3,4,2,4,5,5,4,5,5,Yes,No,4,5,No,Yes,5,5,4,,,,Yes,Yes,Yes
42105,2022-01-02 18:54:00,44,False,Female,24,Ontario,None,Other,2,4,1,4,5,3,5,5,5,Yes,Prefer not to say,6,5,No,No,5,5,5,,,,,No,Yes
42106,2022-01-02 18:58:00,44,True,Female,49,Quebec / Québec,1 or 2,Retired,1,3,2,4,1,4,4,5,5,Yes,No,3,3,No,No,4,5,5,,,,,,Yes
42107,2022-01-02 19:46:00,44,True,Female,71,Quebec / Québec,None,Retired,3,3,1,4,5,5,5,5,5,Yes,No,2,2,No,No,5,5,5,,,,,Yes,Yes
42108,2022-01-02 19:52:00,44,True,Female,32,British Columbia / Colombie Britanique,None,Full time student,3,3,2,4,5,4,5,5,5,No,No,3,3,No,No,5,5,4,,,,,No,Yes
42109,2022-01-02 19:53:00,44,True,Male,77,Saskatchewan,None,Retired,3,3,1,4,5,4,5,2,4,Yes,No,6,3,No,No,4,5,4,,,,,Yes,Yes
42110,2022-01-02 20:05:00,44,False,Male,36,Ontario,None,Full time employment,1,4,4,3,5,4,4,4,4,Yes,No,4,5,No,No,4,4,4,,,,Yes,No,Yes
42111,2022-01-02 20:21:00,44,True,Female,79,British Columbia / Colombie Britanique,None,Retired,2,2,2,4,5,5,4,1,3,Yes,No,4,3,No,No,3,5,3,,,,,Yes,Yes
42112,2022-01-02 20:42:00,44,True,Female,64,Quebec / Québec,None,Retired,3,3,2,5,5,5,5,4,5,No,No,6,4,No,No,5,5,5,,,,,,Yes
42113,2022-01-02 20:53:00,44,True,Male,73,British Columbia / Colombie Britanique,None,Retired,3,1,1,5,5,5,5,1,5,Yes,No,6,6,No,No,5,5,5,,,,,Yes,Yes
42114,2022-01-02 21:10:00,44,False,Female,29,Ontario,None,Full time employment,2,2,2,5,5,5,5,5,5,Yes,No,4,2,No,No,3,4,4,,,,Yes,No,Yes
42115,2022-01-02 21:42:00,44,False,Female,68,Ontario,None,Retired,1,3,4,2,1,4,5,5,4,Yes,No,6,5,No,No,4,5,5,,,,,Yes,Yes
42116,2022-01-02 22:06:00,44,False,Male,42,Quebec / Québec,None,Full time employment,0,1,4,1,1,4,5,5,5,Yes,No,1,1,No,No,5,5,5,,,,No,,No
42117,2022-01-02 22:35:00,44,True,Female,74,British Columbia / Colombie Britanique,None,Retired,3,5,1,5,5,4,5,5,5,Yes,No,7,3,No,No,5,5,5,,,,,Yes,Yes
42118,2022-01-03 00:03:00,44,False,Female,58,Quebec / Québec,None,Part time employment,2,3,4,4,5,5,5,5,5,Yes,No,5,4,No,No,5,5,5,,,,No,No,Yes
42119,2022-01-03 00:25:00,44,True,Male,40,Ontario,None,Full time employment,1,4,4,3,5,5,5,5,5,No,No,7,6,No,No,5,5,5,,,,Yes,No,Yes
42120,2022-01-03 01:00:00,44,False,Female,59,Ontario,None,Full time employment,2,5,3,4,5,5,5,5,5,Yes,No,7,7,No,No,5,1,5,,,,No,No,Yes
42121,2022-01-03 01:56:00,44,True,Female,62,Ontario,None,Not working,3,3,1,5,5,5,5,5,5,Yes,No,4,4,No,Yes,4,5,4,,,,,Yes,Yes
42122,2022-01-03 02:10:00,44,True,Female,53,Ontario,1 or 2,Full time employment,2,2,1,3,5,5,5,4,5,Not sure,Prefer not to say,4,4,No,No,5,5,5,,,,No,Yes,Yes
42123,2022-01-03 02:10:00,44,True,Female,25,Quebec / Québec,1 or 2,Other,1,5,5,3,5,4,5,3,4,Yes,No,7,3,Yes,No,4,4,5,,,,,,Yes
42124,2022-01-03 02:13:00,44,False,Female,25,Quebec / Québec,More than 3,Full time student,0,5,1,1,5,1,5,3,1,Yes,No,7,1,Yes,No,5,1,1,,,,,,No
42125,2022-01-03 02:36:00,44,True,Female,55,British Columbia / Colombie Britanique,None,Not working,2,5,5,4,5,4,5,5,5,No,No,6,4,No,No,5,5,5,,,,,Yes,No
42126,2022-01-03 02:56:00,44,False,Female,56,Quebec / Québec,None,Unemployed,1,3,4,3,5,5,5,5,5,No,No,4,4,No,No,5,5,5,,,,,,No
42127,2022-01-03 03:03:00,44,False,Female,26,Ontario,None,Full time student,1,4,3,4,5,3,5,1,2,No,Yes,3,6,No,Yes,1,1,1,,,,,No,Yes
42128,2022-01-03 03:35:00,44,False,Male,33,Ontario,None,Full time employment,2,3,3,3,3,3,3,3,3,Yes,Yes,4,4,No,Yes,3,3,3,,,,Yes,No,Yes
42130,2022-01-03 06:39:00,44,True,Female,35,Ontario,1 or 2,Part time employment,2,2,3,3,3,3,3,3,4,No,No,5,5,Yes,No,5,3,3,,,,Yes,No,Yes
42131,2022-01-03 07:07:00,44,True,Female,50,Nova Scotia / Nouvelle-Écosse,1 or 2,Not working,2,4,3,4,5,4,5,3,4,Yes,No,6,4,No,Yes,3,4,3,,,,,Yes,Yes
42132,2022-01-03 07:13:00,44,True,Male,62,British Columbia / Colombie Britanique,1 or 2,Other,2,5,2,4,5,2,5,2,5,Yes,Yes,7,1,No,No,5,5,5,,,,,Yes,Yes
42134,2022-01-03 07:41:00,44,False,Male,56,Quebec / Québec,1 or 2,Retired,2,3,3,3,5,5,5,3,4,Yes,No,2,3,No,No,5,5,5,,,,,,Yes
42135,2022-01-03 07:43:00,44,False,Female,66,Ontario,None,Retired,3,1,5,2,5,4,5,4,5,Yes,Yes,7,6,No,Yes,4,5,5,,,,,Yes,Yes
42136,2022-01-03 10:59:00,44,False,Female,29,Ontario,1 or 2,Full time employment,0,1,5,1,5,3,5,4,4,Yes,No,1,4,No,No,4,5,5,,,,No,Yes,No
42137,2022-01-03 11:43:00,44,True,Female,44,Quebec / Québec,None,Full time employment,3,4,2,4,5,5,5,5,4,Yes,Yes,2,5,Yes,No,3,4,5,,,,Yes,,Yes
42138,2022-01-03 11:44:00,44,False,Male,74,Ontario,None,Full time employment,3,2,1,5,5,4,5,5,5,Yes,No,5,2,No,No,5,5,5,,,,No,Yes,Yes
42140,2022-01-03 12:14:00,44,True,Male,64,Quebec / Québec,None,Full time employment,3,2,2,5,5,5,5,5,5,Yes,No,7,7,No,No,5,5,5,,,,Yes,,Yes
42141,2022-01-03 12:14:00,44,True,Male,64,Quebec / Québec,None,Full time employment,3,3,1,5,5,4,5,4,5,No,No,7,1,No,No,5,5,5,,,,Yes,,Yes
42142,2022-01-03 12:15:00,44,True,Female,71,Nova Scotia / Nouvelle-Écosse,None,Retired,2,4,3,4,5,5,5,5,4,Yes,No,7,7,No,Yes,3,5,4,,,,,Yes,No
42143,2022-01-03 12:21:00,44,False,Female,61,Ontario,None,Retired,1,4,3,3,5,5,5,5,5,No,No,5,6,No,No,5,5,5,,,,,Yes,Yes
42144,2022-01-03 12:26:00,44,True,Female,28,Quebec / Québec,None,Part time employment,2,2,3,1,5,5,5,4,4,Yes,No,1,2,No,No,5,5,5,,,,No,,Yes
42145,2022-01-03 12:28:00,44,True,Male,38,Ontario,1 or 2,Full time employment,2,2,1,5,5,3,5,5,5,Yes,No,2,6,No,Yes,4,5,4,,,,No,Yes,Yes
42146,2022-01-03 12:41:00,44,True,Male,71,British Columbia / Colombie Britanique,1 or 2,Retired,2,4,1,4,5,1,5,5,5,Yes,No,7,4,No,No,4,5,5,,,,,Yes,Yes
42147,2022-01-03 12:42:00,44,True,Female,41,Ontario,None,Full time employment,3,4,1,5,5,5,5,5,5,Yes,Yes,5,7,No,No,5,5,5,,,,No,Yes,Yes
42148,2022-01-03 12:43:00,44,True,Male,55,Quebec / Québec,None,Part time employment,1,3,2,3,3,4,4,2,3,Yes,Yes,7,6,No,Yes,3,4,4,,,,Yes,No,No
42149,2022-01-03 12:46:00,44,True,Male,63,Quebec / Québec,None,Full time employment,3,1,1,5,5,5,5,5,3,Yes,No,7,3,No,No,5,5,5,,,,Yes,,Yes
42151,2022-01-03 13:04:00,44,True,Male,63,Ontario,None,Unemployed,3,3,1,4,5,5,4,1,3,No,No,4,3,No,No,4,5,5,,,,,Yes,Yes
42152,2022-01-03 13:09:00,44,False,Female,22,Quebec / Québec,None,Full time employment,2,4,1,5,5,5,5,5,4,No,Yes,4,5,No,No,5,3,5,,,,Yes,,Yes
42153,2022-01-03 13:14:00,44,False,Female,45,Quebec / Québec,None,Full time employment,2,3,5,3,5,4,5,1,4,Yes,Yes,5,5,No,No,5,5,5,,,,Yes,,No
42154,2022-01-03 13:36:00,44,True,Male,68,Quebec / Québec,1 or 2,Part time employment,1,5,5,5,5,5,5,5,5,Yes,No,6,6,No,No,5,5,5,,,,Yes,,No
42155,2022-01-03 13:39:00,44,True,Male,40,Quebec / Québec,None,Unemployed,2,5,5,5,5,5,5,5,5,Yes,No,7,1,No,No,5,5,5,,,,,,Yes
42156,2022-01-03 13:43:00,44,False,Female,51,Ontario,1 or 2,Full time employment,1,3,4,2,5,5,5,5,5,Yes,No,6,6,No,No,5,5,5,,,,Yes,No,Yes
42157,2022-01-03 13:49:00,44,True,Female,64,Quebec / Québec,None,Retired,3,4,3,3,5,5,5,5,5,Yes,Yes,7,3,No,No,5,5,5,,,,,,Yes
42158,2022-01-03 13:51:00,44,True,Male,79,Quebec / Québec,None,Retired,2,4,4,5,5,4,5,5,4,Yes,No,7,5,No,Yes,4,5,5,,,,,,Yes
42159,2022-01-03 13:52:00,44,False,Female,51,Quebec / Québec,1 or 2,Full time employment,0,2,5,1,5,5,5,5,5,No,No,1,4,No,No,5,5,5,,,,No,No,No
42160,2022-01-03 13:54:00,44,False,Female,42,Quebec / Québec,More than 3,Part time employment,1,3,5,4,5,5,5,5,4,Yes,No,1,1,No,No,4,5,5,,,,No,,No
42162,2022-01-03 14:02:00,44,True,Female,78,Quebec / Québec,None,Retired,3,3,4,5,5,4,5,5,5,Yes,No,6,3,No,No,5,5,5,,,,,,Yes
42163,2022-01-03 14:07:00,44,False,Female,73,Ontario,None,Retired,2,5,3,4,5,5,4,5,4,Yes,Yes,7,7,No,Yes,4,3,3,,,,,Yes,Yes
42164,2022-01-03 14:08:00,44,False,Female,27,Ontario,1 or 2,Not working,0,1,5,1,5,1,5,5,5,Yes,No,1,1,No,No,3,5,1,,,,,Yes,No
42165,2022-01-03 14:09:00,44,False,Female,63,Ontario,None,Retired,0,1,5,1,3,1,5,1,5,Yes,No,1,1,No,No,1,1,3,,,,,Yes,No
42166,2022-01-03 14:11:00,44,False,Female,25,Ontario,1 or 2,Full time employment,0,1,5,2,5,4,3,5,2,Yes,No,1,7,Yes,No,1,5,5,,,,Yes,No,No
42167,2022-01-03 14:11:00,44,True,Female,58,Quebec / Québec,None,Full time employment,2,1,2,4,1,4,5,5,4,Yes,No,3,6,No,No,5,5,5,,,,No,,No
42168,2022-01-03 14:17:00,44,False,Male,29,Quebec / Québec,None,Full time employment,2,3,3,3,5,3,5,5,5,Yes,No,4,3,No,No,5,5,4,,,,No,,No
42169,2022-01-03 14:17:00,44,False,Male,55,Ontario,None,Full time employment,2,2,1,4,5,5,5,2,4,Yes,No,3,3,No,No,4,5,4,,,,No,No,Yes
42170,2022-01-03 14:20:00,44,True,Female,38,Alberta,1 or 2,Not working,3,3,3,5,5,5,5,5,4,Yes,Prefer not to say,5,5,No,No,5,5,5,,,,,No,Yes
42171,2022-01-03 14:21:00,44,True,Male,79,Quebec / Québec,None,Retired,3,1,1,5,5,4,4,4,4,Yes,No,7,1,No,No,5,5,5,,,,,,Yes
42172,2022-01-03 14:22:00,44,True,Female,58,Nova Scotia / Nouvelle-Écosse,1 or 2,Full time employment,1,4,5,5,5,5,5,3,5,Yes,No,7,2,No,Yes,4,5,5,,,,Yes,Yes,Yes
42173,2022-01-03 14:23:00,44,False,Female,46,Ontario,More than 3,Unemployed,1,3,4,2,5,4,5,4,5,Yes,Yes,5,4,No,No,4,5,5,,,,,No,Yes
42174,2022-01-03 14:30:00,44,False,Male,75,Ontario,None,Retired,3,5,3,5,5,4,5,1,5,Yes,No,7,5,No,No,5,5,1,,,,,Yes,Yes
42175,2022-01-03 14:37:00,44,True,Male,26,Quebec / Québec,None,Full time employment,3,2,2,5,5,4,5,5,4,Yes,Yes,1,3,No,No,3,2,4,,,,Yes,,Yes
42176,2022-01-03 14:38:00,44,True,Male,43,Saskatchewan,More than 3,Full time employment,2,1,2,4,5,5,5,5,5,No,No,5,1,No,No,5,5,5,,,,No,No,Yes
42177,2022-01-03 14:40:00,44,True,Male,60,Quebec / Québec,More than 3,Full time employment,2,2,2,2,5,5,5,2,5,Yes,No,3,1,No,No,4,5,3,,,,Yes,,Yes
42178,2022-01-03 14:44:00,44,True,Male,47,Quebec / Québec,1 or 2,Full time employment,3,4,1,5,5,4,5,1,1,Yes,No,1,6,No,No,5,5,1,,,,Yes,No,Yes
42179,2022-01-03 14:47:00,44,True,Female,53,Ontario,None,Unemployed,2,5,5,5,5,5,5,5,5,Yes,No,7,7,No,No,5,5,5,,,,,Yes,Yes
42180,2022-01-03 14:51:00,44,True,Male,54,Ontario,None,Full time employment,1,3,3,3,5,5,5,5,5,Yes,No,1,1,No,No,5,5,5,,,,Yes,No,Yes
42181,2022-01-03 14:52:00,44,False,Female,34,Quebec / Québec,None,Full time employment,1,1,3,2,5,5,5,5,4,Yes,No,1,5,No,No,4,3,5,,,,Yes,,Yes
42182,2022-01-03 14:53:00,44,True,Male,75,Quebec / Québec,None,Retired,3,3,1,4,5,5,5,2,5,Yes,No,4,4,No,No,5,5,5,,,,,,Yes
42183,2022-01-03 14:54:00,44,True,Female,35,Ontario,1 or 2,Full time employment,2,3,3,4,5,5,5,5,5,No,No,7,7,No,No,5,4,5,,,,Yes,No,Yes
42184,2022-01-03 15:03:00,44,True,Female,28,Quebec / Québec,None,Full time employment,3,2,3,5,2,5,5,5,4,Yes,No,4,4,No,Yes,3,4,5,,,,Yes,,Yes
42185,2022-01-03 15:03:00,44,False,Female,27,Ontario,1 or 2,Not working,2,5,3,5,5,5,5,5,5,Yes,Yes,7,4,No,Yes,4,5,5,,,,,Yes,Yes
42186,2022-01-03 15:03:00,44,False,Male,32,Quebec / Québec,None,Full time student,2,1,1,5,5,5,5,1,5,No,No,1,3,No,No,4,5,4,,,,,,Yes
42189,2022-01-03 15:09:00,44,True,Female,75,Quebec / Québec,None,Retired,3,5,5,5,5,5,5,5,5,Yes,No,7,3,No,No,5,5,5,,,,,,Yes
42190,2022-01-03 15:10:00,44,False,Female,53,Alberta,1 or 2,Not working,0,1,5,1,5,5,5,5,5,No,No,1,1,No,No,5,5,5,,,,,Yes,Yes
42191,2022-01-03 15:11:00,44,False,Female,34,Alberta,None,Full time employment,0,1,5,1,4,2,1,3,1,No,No,1,1,No,Yes,1,1,1,,,,Yes,No,No
42192,2022-01-03 15:12:00,44,True,Female,20,Ontario,More than 3,Full time student,3,1,1,5,5,5,5,5,5,Not sure,No,2,1,No,No,5,5,5,,,,,No,Yes
42193,2022-01-03 15:12:00,44,True,Female,28,Ontario,1 or 2,Full time student,3,1,1,5,5,5,5,2,5,Yes,No,6,5,No,No,5,4,2,,,,,No,Yes
42194,2022-01-03 15:12:00,44,False,Female,38,Quebec / Québec,1 or 2,Full time student,2,5,4,3,5,5,5,5,3,Yes,Yes,6,4,No,No,4,5,5,,,,,,Yes
42195,2022-01-03 15:16:00,44,False,Female,36,Quebec / Québec,None,Full time employment,2,3,3,2,5,2,5,5,5,Yes,No,3,5,No,No,3,5,5,,,,No,,Yes
42196,2022-01-03 15:17:00,44,True,Male,61,Quebec / Québec,None,Retired,2,2,2,4,5,5,4,5,5,No,No,4,4,No,No,3,5,5,,,,,,Yes
42197,2022-01-03 15:19:00,44,True,Male,76,Saskatchewan,1 or 2,Retired,3,2,1,5,5,4,5,5,5,Yes,No,4,4,No,Yes,3,5,5,,,,,Yes,Yes
42198,2022-01-03 15:19:00,44,True,Female,57,Ontario,None,Full time employment,3,3,1,1,5,4,5,5,4,Yes,No,6,6,No,No,4,5,5,,,,Yes,No,Yes
42199,2022-01-03 15:21:00,44,True,Female,68,Nova Scotia / Nouvelle-Écosse,None,Retired,2,3,2,4,5,5,5,5,5,Yes,No,2,5,No,No,5,5,5,,,,,Yes,Yes
42200,2022-01-03 15:25:00,44,True,Male,66,Nova Scotia / Nouvelle-Écosse,None,Retired,3,3,2,4,5,4,5,4,4,Yes,No,7,2,No,Yes,4,1,5,,,,,Yes,Yes
42201,2022-01-03 15:27:00,44,False,Female,50,Ontario,None,Full time employment,0,1,4,1,5,5,5,5,5,Not sure,Yes,5,3,No,No,5,5,5,,,,Yes,Yes,No
42202,2022-01-03 15:30:00,44,True,Male,49,Ontario,1 or 2,Full time employment,2,3,2,5,5,4,5,4,5,Yes,No,5,4,No,No,4,5,1,,,,Yes,No,Yes
42203,2022-01-03 15:35:00,44,True,Male,64,Ontario,None,Full time employment,2,4,4,2,4,5,5,4,5,Yes,No,6,2,No,Yes,3,4,5,,,,No,Yes,Yes
42204,2022-01-03 15:44:00,44,False,Female,27,Ontario,None,Full time employment,2,3,2,4,5,4,5,5,4,Yes,Yes,4,5,No,No,4,5,5,,,,No,Yes,Yes
42205,2022-01-03 15:58:00,44,False,Female,25,British Columbia / Colombie Britanique,None,Full time employment,2,1,2,4,5,5,5,5,5,Yes,Yes,1,7,Yes,Yes,3,3,5,,,,Yes,Yes,Yes
42206,2022-01-09 13:51:00,44,True,Male,32,Quebec / Québec,None,Full time employment,1,3,4,3,4,5,4,4,5,Yes,No,6,6,No,No,4,5,5,,,,Yes,,No
42207,2022-01-03 16:03:00,44,True,Female,18,Ontario,None,Full time student,3,3,2,4,5,5,5,5,4,Yes,Yes,3,4,Yes,Yes,4,5,1,,,,,No,Yes
42208,2022-01-03 16:08:00,44,True,Male,73,Ontario,None,Retired,3,3,1,5,5,5,5,5,5,Yes,No,3,3,No,Yes,4,5,5,,,,,,Yes
42209,2022-01-03 16:08:00,44,True,Male,68,Ontario,None,Retired,2,3,3,3,5,5,5,3,5,Yes,No,4,4,No,No,5,3,4,,,,,Yes,Yes
42210,2022-01-03 16:16:00,44,True,Female,65,Quebec / Québec,None,Retired,2,3,4,4,5,4,5,3,5,Yes,Yes,6,2,Yes,No,5,5,5,,,,,Yes,Yes
42211,2022-01-03 16:17:00,44,True,Male,72,British Columbia / Colombie Britanique,None,Retired,2,1,1,5,5,4,5,5,3,Yes,No,7,4,No,Yes,4,5,5,,,,,Yes,Yes
42212,2022-01-03 16:18:00,44,False,Female,30,Alberta,1 or 2,Full time employment,1,2,1,1,5,5,5,2,5,Yes,Yes,1,3,No,Yes,3,5,5,,,,Yes,Yes,No
42213,2022-01-03 16:29:00,44,False,Male,65,Alberta,None,Retired,3,3,2,5,5,2,5,5,4,Yes,No,6,5,No,Yes,3,5,5,,,,,Yes,Yes
42214,2022-01-03 16:35:00,44,False,Female,58,Ontario,None,Full time employment,1,4,5,2,5,5,5,1,2,Yes,No,6,6,No,Yes,4,4,4,,,,Yes,Yes,Yes
42215,2022-01-03 16:35:00,44,False,Female,39,New Brunswick / Nouveau-Brunswick,None,Full time student,2,5,4,4,5,4,5,5,4,No,Yes,7,5,No,No,5,5,5,,,,,Yes,Yes
42216,2022-01-03 16:38:00,44,False,Female,50,Alberta,None,Full time employment,2,4,2,4,5,3,4,5,5,Yes,No,2,2,No,No,5,5,5,,,,Yes,No,Yes
42217,2022-01-03 16:54:00,44,True,Female,30,Saskatchewan,1 or 2,Not working,2,3,3,5,5,4,5,5,4,Yes,Yes,4,5,No,Yes,3,4,5,,,,,Yes,Yes
42218,2022-01-03 17:03:00,44,True,Female,46,Ontario,1 or 2,Retired,2,4,2,3,5,5,4,1,4,Yes,No,7,5,No,No,4,5,5,,,,,Yes,Yes
42220,2022-01-03 17:10:00,44,False,Male,20,Ontario,1 or 2,Full time student,3,5,3,5,5,5,5,2,4,Yes,Yes,7,1,No,Yes,5,5,4,,,,,No,Yes
42221,2022-01-03 17:11:00,44,True,Male,59,Ontario,None,Unemployed,3,3,2,5,5,3,5,5,4,Not sure,No,5,3,No,No,2,5,3,,,,,Yes,Yes
42222,2022-01-03 17:12:00,44,False,Male,68,Alberta,None,Retired,0,1,5,1,2,2,1,1,1,No,No,1,1,Yes,Yes,1,1,1,,,,,No,No
42223,2022-01-03 17:19:00,44,False,Female,21,Ontario,None,Unemployed,0,2,5,2,5,5,5,2,3,Yes,No,7,1,No,No,3,4,5,,,,,No,No
42224,2022-01-03 17:19:00,44,False,Male,67,Ontario,1 or 2,Retired,2,2,1,3,5,5,5,5,5,Yes,No,5,2,No,No,5,5,5,,,,,Yes,Yes
42225,2022-01-03 17:19:00,44,True,Female,33,Newfoundland & Labrador / Terre-Neuve-et-Labrador,None,Full time employment,2,2,3,2,4,4,5,3,5,Yes,Prefer not to say,4,5,No,No,5,5,5,,,,No,No,No
42226,2022-01-03 17:21:00,44,True,Female,69,British Columbia / Colombie Britanique,None,Retired,2,3,2,4,5,4,5,5,4,Yes,No,5,4,No,No,4,5,4,,,,,Yes,Yes
42227,2022-01-03 17:23:00,44,True,Female,68,Ontario,None,Retired,2,5,4,5,5,5,5,5,5,Yes,No,7,7,No,No,5,5,5,,,,,Yes,Yes
42228,2022-01-03 17:31:00,44,False,Female,19,Ontario,None,Full time employment,2,4,1,5,5,5,5,4,4,Yes,Yes,4,1,No,Yes,3,4,4,,,,No,No,Yes
42229,2022-01-03 17:46:00,44,True,Female,38,Ontario,None,Full time employment,2,3,4,4,5,5,5,5,5,Yes,Yes,4,3,No,No,4,5,5,,,,Yes,No,No
42230,2022-01-03 17:47:00,44,True,Male,39,Manitoba,None,Full time student,1,3,2,3,4,4,4,5,5,Yes,No,5,4,No,No,4,4,5,,,,,No,Yes
42231,2022-01-03 17:49:00,44,True,Female,59,Ontario,None,Retired,2,2,3,2,2,3,5,5,5,Yes,No,2,2,No,No,5,5,5,,,,,No,Yes
42232,2022-01-03 17:58:00,44,False,Female,25,Ontario,None,Unemployed,3,3,2,5,5,4,5,4,4,Yes,No,6,3,No,Yes,4,5,5,,,,,Yes,Yes
42233,2022-01-03 18:00:00,44,True,Female,39,Ontario,None,Full time employment,1,1,2,3,5,4,4,2,3,Yes,No,7,7,Yes,No,4,5,4,,,,Yes,No,Yes
42234,2022-01-03 18:00:00,44,True,Female,58,British Columbia / Colombie Britanique,None,Full time employment,3,5,1,5,5,5,5,5,5,Yes,Yes,5,6,No,No,5,5,5,,,,Yes,No,Yes
42235,2022-01-05 18:44:00,44,True,Female,67,Quebec / Québec,None,Full time employment,2,4,3,4,5,5,5,4,4,Yes,Yes,4,1,No,No,4,5,4,,,,Yes,Yes,Yes
42237,2022-01-03 18:09:00,44,True,Female,39,Ontario,None,Part time employment,3,1,5,5,5,5,5,5,5,Yes,No,7,1,No,No,5,5,5,,,,Yes,No,No
42238,2022-01-03 18:16:00,44,False,Female,43,Ontario,More than 3,Full time employment,2,2,2,2,5,5,5,5,5,Yes,No,2,7,No,No,1,1,1,,,,No,Yes,Yes
42239,2022-01-03 18:20:00,44,False,Female,25,British Columbia / Colombie Britanique,None,Other,2,1,3,2,5,4,4,3,5,Yes,No,4,4,No,Yes,2,5,3,,,,,Yes,No
42240,2022-01-03 18:23:00,44,False,Male,22,Ontario,More than 3,Full time student,3,5,2,5,4,5,5,5,5,No,No,7,1,No,Yes,5,5,5,,,,,No,Yes
42241,2022-01-03 18:26:00,44,False,Female,76,British Columbia / Colombie Britanique,None,Retired,1,1,5,1,3,5,5,4,5,Yes,No,2,2,No,No,3,4,4,,,,,Yes,No
42242,2022-01-03 18:37:00,44,True,Female,53,Ontario,None,Not working,1,5,5,5,5,5,5,5,5,Yes,Yes,7,7,No,No,5,5,5,,,,,Yes,Yes
42243,2022-01-03 18:40:00,44,True,Male,45,British Columbia / Colombie Britanique,None,Not working,2,3,3,4,5,1,4,1,1,Yes,No,3,6,No,No,5,5,1,,,,,Yes,Yes
42244,2022-01-03 18:44:00,44,False,Female,18,Ontario,None,Full time student,2,3,2,4,5,2,5,4,4,Yes,Yes,2,7,Yes,Yes,2,5,4,,,,,Yes,Yes
42245,2022-01-03 18:47:00,44,True,Female,66,Prince Edward Island / Île-du-Prince-Édouard,None,Retired,1,4,3,4,5,5,5,5,4,Yes,Yes,7,6,No,Yes,4,5,4,,,,,Yes,No
42246,2022-01-03 18:50:00,44,False,Female,46,Ontario,None,Full time employment,2,3,2,3,5,4,5,5,4,Yes,Yes,5,5,No,Yes,3,5,5,,,,No,No,Yes
42247,2022-01-03 18:51:00,44,True,Female,56,British Columbia / Colombie Britanique,None,Full time employment,3,5,2,3,5,4,5,2,5,Yes,No,5,6,No,Yes,3,4,3,,,,Yes,No,Yes
42248,2022-01-03 18:53:00,44,False,Female,18,British Columbia / Colombie Britanique,1 or 2,Part time employment,0,1,5,2,5,5,5,5,4,Yes,No,1,7,No,Yes,4,1,4,,,,Yes,Yes,No
42249,2022-01-03 18:54:00,44,False,Female,19,Ontario,None,Full time student,2,3,1,4,5,4,5,4,3,Yes,Yes,4,5,No,Yes,3,3,2,,,,,Yes,Yes
42251,2022-01-03 19:48:00,44,True,Female,45,New Brunswick / Nouveau-Brunswick,More than 3,Full time employment,1,5,5,3,5,5,5,5,5,Yes,Yes,7,2,No,No,5,5,5,,,,Yes,Yes,No
